0.015106,-0.12955,-0.0047303,-0.044709,0.033417,0.0062562,-0.019074,-0.024872
0.013886,-0.14023,-0.012055,-0.031281,0.050202,-0.0086976,-0.020294,-0.037079
0.020905,-0.11429,-0.027924,-0.052644,0.059968,-0.010224,-0.021515,-0.031891
0.016938,-0.10178,-0.022126,-0.060273,0.052338,-0.0074769,-0.018463,-0.036774
-0.0013733,-0.052644,-0.043183,-0.061494,0.043488,0.0068666,-0.0090028,-0.051423
-0.013581,-0.031586,-0.058137,-0.05539,0.03006,0.013275,0.0032044,-0.057221
-0.038911,0.018463,-0.10452,-0.084993,0.015412,0.012665,0.016022,-0.020294
-0.0056458,0.043793,-0.11765,-0.09781,0.019379,0.0050355,0.010529,0.00045777
-0.033112,0.041352,-0.096895,-0.11154,0.0065614,-0.00015259,0.0013733,0.023957
-0.056611,0.022736,-0.10544,-0.10849,-0.027619,0.011139,-0.019684,0.039826
-0.020294,-0.00015259,-0.091402,-0.10513,-0.033722,-0.030365,-0.017548,0.067903
-0.051118,-0.0047303,-0.095979,-0.10483,-0.031281,-0.082246,-0.0047303,0.060273
-0.095064,-0.00045777,-0.072175,-0.103,-0.02945,0.041047,0.041657,0.037995
-0.13413,0.012055,-0.051728,-0.067292,-0.028229,0.076448,0.072786,0.04593
-0.08011,-0.044099,-0.041047,-0.053254,-0.0065614,0.048371,0.063935,0.046845
-0.02121,-0.067903,-0.026398,-0.037079,0.016632,-0.013581,-0.039826,0.03769
-0.012665,-0.070344,-0.0080873,-0.050813,0.031281,-0.051118,-0.023346,0.014191
0.015106,-0.077668,-0.022431,-0.056306,0.036774,-0.014191,0.019684,-0.014496
0.033417,-0.082856,-0.014191,-0.071565,0.0383,0.041352,0.017243,-0.045014
0.027619,-0.10666,-0.022736,-0.068818,0.043793,0.038911,0.031891,-0.047761
0.029145,-0.11154,-0.026398,-0.058442,0.035859,0.024567,0.033722,-0.023346
0.0056458,-0.08011,-0.042573,-0.058747,0.031281,0.014496,0.014191,-0.01297
-0.014801,-0.070344,-0.022126,-0.057527,0.027314,0.015412,-0.0041199,-0.0080873
-0.037385,-0.027314,-0.062409,-0.068208,0.016022,0.011139,0.0071717,0.020905
-0.051423,0.035859,-0.13352,-0.098421,0.0096132,-0.0050355,-0.015412,0.039216
-0.097505,0.059968,-0.14725,-0.099336,-0.015717,-0.0071717,-0.0071717,0.075837
-0.10697,0.082246,-0.1384,-0.11582,-0.027008,0.0044251,0.0071717,0.092317
-0.095064,0.053559,-0.10819,-0.10117,-0.026703,0.016938,0.026703,0.088045
-0.084993,0.0047303,-0.064546,-0.10758,-0.024567,0.044404,0.073701,0.059663
-0.057527,-0.062409,-0.027619,-0.086519,-0.01236,0.060578,0.11246,0.051728
-0.024567,-0.057527,-0.046845,-0.077668,-0.002594,0.067597,0.060273,0.082246
-0.025483,-0.043793,-0.041962,-0.069123,0.005951,0.06424,0.010529,0.066682
-0.002594,-0.070039,-0.0019837,-0.045624,0.00045777,0.045014,-0.01236,-0.0065614
0.032197,-0.081331,-0.0053407,-0.030365,0.0056458,0.0041199,-0.037385,-0.081331
0.052949,-0.074006,-0.0074769,-0.058442,0.041047,-0.20249,-0.12009,-0.1091
0.067903,-0.1384,-0.015717,-0.052644,0.049897,-0.014801,-0.026703,-0.11215
0.07248,-0.14389,-0.027924,-0.033112,0.050202,0.060273,0.027314,-0.11551
0.041352,-0.082246,-0.042573,-0.054475,0.054475,-0.016022,-0.015717,-0.11429
0.033722,0.0086976,-0.074006,-0.052644,0.045014,-0.013886,-0.012665,-0.081636
-0.0050355,-0.0038148,-0.092317,-0.089265,0.031281,0.00015259,0.0071717,-0.05478
-0.04654,-0.00076295,-0.10147,-0.15061,0.0080873,0.121,0.051423,-0.030365
-0.068208,0.022736,-0.10758,-0.11734,-0.029145,0.16587,0.087739,0.0206
-0.10452,0.041352,-0.1146,-0.099336,-0.035859,0.099641,0.043793,0.069123
-0.13443,0.059663,-0.1033,-0.10086,-0.029145,0.041352,0.00045777,0.077668
-0.11582,0.037995,-0.090486,-0.094759,-0.030671,0.0080873,-0.036774,0.11307
-0.098421,0.023346,-0.0795,-0.10269,-0.0083925,-0.36881,-0.095674,0.11276
-0.075532,0.0062562,-0.076143,-0.11063,0.02182,-0.47288,-0.02945,0.098421
-0.067292,-0.02945,-0.040436,-0.069123,-0.014801,0.13321,0.086213,0.092317
-0.038605,-0.078279,-0.0074769,-0.045624,-0.022431,0.16831,0.077668,0.069734
-0.010834,-0.10361,-0.0028992,-0.05539,0.009308,0.094759,0.039826,0.048981
0.023957,-0.13291,0.023957,-0.043488,0.030365,0.079805,0.031891,0.016938
0.036164,-0.11612,0.0056458,-0.034638,0.034028,0.040436,0.012055,-0.02121
0.058442,-0.10971,-0.0083925,-0.041352,0.04593,0.030365,0.01297,-0.032807
0.062409,-0.14298,0.016327,-0.016632,0.055085,0.024567,0.0019837,-0.065156
0.045319,-0.12192,-0.06302,-0.040436,0.060273,0.009308,-0.0056458,-0.077974
0.0071717,-0.038605,-0.092927,-0.07248,0.057527,-0.012055,-0.026398,-0.068208
-0.022126,-0.0053407,-0.098116,-0.10636,0.02945,-0.051728,0.0071717,-0.038605
-0.038605,0.030365,-0.11337,-0.10269,-0.0044251,-0.048981,0.0099184,-0.010834
-0.08011,0.058747,-0.12497,-0.10147,-0.011139,0.009308,-0.0068666,-0.0019837
-0.083162,0.07187,-0.11124,-0.10452,-0.034638,0.082551,0.03006,0.03769
-0.093233,0.063325,-0.1033,-0.081025,-0.048676,0.24552,0.034028,0.079805
-0.10361,0.049287,-0.094759,-0.10269,-0.011444,0.12863,-0.033112,0.079805
-0.087129,0.02182,-0.066072,-0.093843,-0.00015259,-0.16831,-0.025788,0.10025
